Year,Country,Economic_Rank,Institutional_Rank,Quality_of_Life_Rank,Sustainability_Index_FA,Ease_of_Living_Rank
2009,Ireland,6,14,18,0.811,9
2009,Iran,76,87,57,0.778,70
2009,Israel,25,30,20,0.792,24
2009,Italy,22,42,22,0.499,26
2009,Jordan,61,48,60,0.34,52
2009,Japan,18,20,17,0.834,17
2009,Kazakhstan,74,76,52,1.34,57
2009,Ecuador,79,85,59,0.101,77
2009,South Korea,59,31,23,1.092,32
2009,Kuwait,30,45,40,2.743,27
2009,Lebanon,50,75,50,0.447,55
2009,Hungary,42,34,38,0.315,40
2009,Iceland,24,12,14,-0.629,23
2009,Croatia,44,46,39,0.093,42
2009,Spain,15,27,28,0.415,22
2009,Estonia,32,24,29,0.673,29
2009,Finland,8,2,11,0.47,7
2009,United Kingdom,11,16,12,0.737,12
2009,Georgia,73,53,54,-0.371,62
2009,France,14,19,24,0.407,19
2009,Hong Kong,26,13,15,0.819,18
2009,Greece,27,41,25,0.737,28
2010,Netherlands,12,8,7,0.972,9
2010,Malaysia,54,41,54,0.723,46
2010,Nicaragua,86,78,83,-0.833,85
2010,Norway,1,5,2,-0.054,1
2010,Poland,44,33,32,0.703,38
2010,New Zealand,22,4,6,0.21,16
2010,Pakistan,82,85,87,-0.62,86
2010,Panama,45,53,51,-0.004,49
2010,Peru,67,64,71,-0.299,70
2010,Philippines,70,71,79,-0.428,80
2010,Nepal,80,82,86,-1.334,87
2010,Mongolia,85,70,75,0.526,74
2010,Lithuania,36,34,31,0.095,40
2010,Latvia,39,36,39,-0.073,43
2010,Montenegro,58,54,45,-0.32,56
2010,Taiwan,18,28,3,0.683,19
2010,Moldova,78,72,66,0.041,73
2010,Mexico,51,62,61,0.319,57
2010,North Macedonia,60,57,63,0.135,62
2010,Malta,40,22,29,0.671,31
2010,Morocco,53,61,84,0.006,76
2010,Portugal,29,25,37,-0.005,36
2010,Tunisia,61,56,73,0.132,64
2010,Turkey,56,47,59,0.241,53
2010,Thailand,57,59,64,0.045,63
2010,Ukraine,83,79,57,0.606,71
2010,Uruguay,30,31,50,-0.647,45
2010,United States,7,17,13,1.617,7
2010,Vietnam,73,75,81,-0.312,82
2010,South Africa,47,46,78,0.723,51
2010,Qatar,20,32,35,3.481,14
2010,Romania,46,49,46,0.059,47
2010,Russia,48,80,47,1.121,50
2010,Saudi Arabia,34,55,41,1.542,41
2010,Singapore,21,6,15,0.878,13
2010,Serbia,62,60,55,0.372,60
2010,Slovakia,35,37,33,0.541,37
2010,Slovenia,31,26,21,0.491,30
2010,Sweden,6,3,14,-0.203,12
2010,Syria,59,81,82,0.334,79
2010,Georgia,71,50,58,-0.417,65
2010,Switzerland,2,7,1,0.296,2
2010,Chile,41,20,43,0.021,39
2010,China,63,68,76,0.489,68
2010,Colombia,66,63,68,-0.292,69
2010,Costa Rica,52,38,52,-0.503,48
2010,Cyprus,25,21,30,0.649,26
2010,Czech Republic,38,30,25,0.938,33
2010,Germany,5,14,4,0.746,8
2010,Denmark,4,2,8,0.432,3
2010,Algeria,65,77,74,0.395,72
2010,Ecuador,75,84,65,0.132,77
2010,Egypt,87,66,77,0.221,81
2010,Spain,24,24,27,0.337,25
2010,Canada,9,9,12,1.232,6
2010,United Arab Emirates,13,39,34,1.923,22
2010,Argentina,64,67,36,0.334,54
2010,Australia,14,10,5,1.659,5
2010,Austria,19,11,18,0.335,18
2010,Azerbaijan,76,83,67,0.279,78
2010,Estonia,33,23,28,0.967,28
2010,Belgium,15,17,9,0.899,15
2010,Bulgaria,68,52,49,0.429,52
2010,Bahrain,37,43,44,2.135,35
2010,Bosnia And Herzegovina,55,69,69,0.293,64
2010,Belarus,77,86,48,0.592,67
2010,Brazil,42,48,72,-0.514,59
2010,Armenia,74,65,60,0.081,66
2010,India,84,58,85,-0.391,84
2010,Ireland,3,15,17,0.803,4
2010,Iran,81,87,62,0.765,75
2010,Iceland,23,16,18,-0.691,23
2010,Israel,28,27,20,0.834,27
2010,Italy,16,40,23,0.498,24
2010,Jordan,72,51,70,0.324,61
2010,Japan,10,19,19,0.865,17
2010,Kazakhstan,69,76,56,1.414,58
2010,South Korea,50,29,22,1.179,32
2010,Lebanon,49,73,53,0.4,55
2010,Indonesia,79,74,80,-0.362,83
2010,Kuwait,27,44,42,2.709,29
2010,Finland,11,1,11,0.592,10
2010,France,17,18,24,0.397,20
2010,United Kingdom,8,13,10,0.75,11
2010,Greece,26,42,26,0.634,34
2010,Hungary,43,35,38,0.296,42
2010,Hong Kong,25,12,16,0.817,21
2010,Croatia,32,45,40,0.029,44
2011,Pakistan,85,86,87,-0.611,88
2011,Malaysia,56,41,55,0.717,48
2011,Nicaragua,88,77,83,-0.808,86
2011,Netherlands,6,6,5,0.878,5
2011,Norway,2,5,1,-0.086,2
2011,Nepal,80,82,86,-1.327,87
2011,New Zealand,22,3,8,0.167,17
2011,Portugal,32,27,38,-0.01,36
2011,Poland,49,32,33,0.673,38
2011,Philippines,74,66,79,-0.446,81
2011,Peru,69,63,69,-0.262,69
2011,Panama,71,50,52,0.027,59
2011,Mongolia,73,68,75,0.576,68
2011,Montenegro,52,54,45,-0.223,53
2011,Lithuania,47,36,32,0.028,41
2011,Latvia,42,38,39,-0.14,43
2011,Taiwan,24,30,4,0.658,23
2011,Morocco,62,65,84,0.051,79
2011,Moldova,78,70,66,0.036,75
2011,Mexico,57,60,61,0.332,58
2011,North Macedonia,66,56,65,0.239,63
2011,Malta,40,22,31,0.65,32
2011,Syria,68,84,77,0.311,78
2011,Qatar,3,33,35,3.713,4
2011,Tunisia,58,55,73,0.106,64
2011,Turkey,51,48,59,0.284,51
2011,Ukraine,87,80,57,0.642,77
2011,Uruguay,34,31,50,-0.553,45
2011,United States,8,17,14,1.518,7
2011,South Africa,46,46,78,0.691,55
2011,Vietnam,72,73,82,-0.337,83
2011,Lebanon,53,74,56,0.394,60
2011,Thailand,54,58,63,0.034,62
2011,Romania,60,52,48,0.133,52
2011,Russia,33,78,47,1.175,46
2011,Saudi Arabia,39,62,41,1.562,42
2011,Singapore,19,7,11,0.905,13
2011,Serbia,63,59,53,0.483,57
2011,Slovakia,38,37,34,0.507,37
2011,Slovenia,31,26,23,0.5,29
2011,Sweden,9,4,16,-0.259,14
2011,Denmark,4,1,6,0.263,3
2011,Kuwait,30,45,43,2.62,30
2011,Canada,16,10,10,1.25,9
2011,Switzerland,1,8,2,0.24,1
2011,Chile,48,20,44,0.01,39
2011,China,75,69,76,0.557,72
2011,Colombia,76,57,67,-0.262,71
2011,Costa Rica,59,39,51,-0.464,54
2011,Cyprus,25,21,30,0.59,26
2011,Czech Republic,43,29,27,0.877,33
2011,Germany,12,15,3,0.699,12
2011,Algeria,65,79,72,0.408,74
2011,Brazil,36,51,71,-0.48,56
2011,United Arab Emirates,21,34,37,1.946,21
2011,Argentina,41,67,36,0.351,47
2011,Armenia,84,64,62,0.124,73
2011,Australia,11,9,7,1.624,6
2011,Azerbaijan,83,83,70,0.322,80
2011,Belgium,14,16,13,0.778,15
2011,Bulgaria,55,53,50,0.512,49
2011,Bahrain,37,43,46,2.141,35
2011,Bosnia And Herzegovina,61,71,68,0.465,66
2011,Belarus,77,87,49,0.558,70
2011,Austria,18,12,18,0.301,19
2011,Croatia,35,44,42,0.059,44
2011,Hungary,45,35,40,0.271,40
2011,Indonesia,79,72,81,-0.28,84
2011,India,86,61,85,-0.368,85
2011,Iran,64,85,60,0.77,67
2011,Israel,29,25,21,0.8,27
2011,Italy,10,40,24,0.482,24
2011,Jordan,67,49,74,0.325,61
2011,Japan,7,19,20,0.905,11
2011,Kazakhstan,50,76,54,1.486,50
2011,South Korea,28,28,22,1.213,25
2011,Iceland,20,11,15,-0.737,22
2011,Ireland,5,14,19,0.663,8
2011,Hong Kong,23,11,12,0.805,18
2011,Ecuador,70,81,64,0.104,76
2011,Egypt,82,75,80,0.222,82
2011,Spain,26,24,26,0.329,28
2011,Estonia,44,23,28,0.968,31
2011,Finland,15,2,9,0.42,10
2011,France,17,18,25,0.394,20
2011,United Kingdom,13,13,17,0.667,16
2011,Georgia,81,47,58,-0.26,65
2011,Greece,27,42,29,0.602,34
2012,Nicaragua,71,78,83,-0.855,84
2012,Malaysia,57,42,55,0.712,47
2012,Netherlands,18,8,6,0.858,8
2012,Norway,1,5,1,-0.116,1
2012,New Zealand,12,4,7,0.225,10
2012,Pakistan,86,87,87,-0.618,87
2012,Panama,61,54,52,0.009,57
2012,Peru,65,67,67,-0.268,73
2012,Philippines,80,66,79,-0.448,81
2012,Poland,69,32,31,0.635,42
2012,Portugal,40,26,36,-0.021,38
2012,Nepal,83,83,86,-1.286,86
2012,Mongolia,59,70,75,0.632,65
2012,Lithuania,51,33,32,0.007,40
2012,Montenegro,54,51,45,-0.306,55
2012,Taiwan,34,35,8,0.526,31
2012,Morocco,40,68,84,0.07,72
2012,Moldova,79,69,68,0.001,76
2012,Mexico,62,60,61,0.333,61
2012,North Macedonia,84,57,66,0.227,75
2012,Malta,30,22,29,0.663,28
2012,Latvia,46,37,38,-0.247,43
2012,Tunisia,66,58,73,0.124,69
2012,Turkey,49,47,58,0.286,51
2012,Ukraine,74,79,57,0.626,70
2012,Uruguay,31,36,50,-0.503,39
2012,United States,25,18,14,1.436,17
2012,Vietnam,75,74,81,-0.366,82
2012,Lebanon,37,75,60,0.436,53
2012,South Africa,38,48,77,0.724,48
2012,Thailand,58,59,64,0.045,62
2012,Qatar,17,29,41,3.867,9
2012,Romania,76,53,48,0.108,60
2012,Russia,47,81,46,1.157,52
2012,Saudi Arabia,8,56,37,1.619,25
2012,Singapore,11,6,11,0.866,7
2012,Serbia,78,62,54,0.379,64
2012,Slovakia,52,39,34,0.471,41
2012,Slovenia,36,28,23,0.45,33
2012,Sweden,14,2,16,-0.334,16
2012,Syria,77,88,82,0.253,83
2012,Kuwait,22,50,42,2.491,27
2012,Canada,13,9,10,1.219,6
2012,Switzerland,2,7,2,0.228,2
2012,Chile,43,21,43,-0.008,37
2012,China,64,71,76,0.565,71
2012,Colombia,55,61,69,-0.262,67
2012,Costa Rica,39,40,51,-0.476,46
2012,Cyprus,28,23,30,0.515,26
2012,Czech Republic,50,30,27,0.827,36
2012,Germany,26,14,3,0.686,18
2012,Denmark,6,3,4,0.09,5
2012,Brazil,33,55,71,-0.44,54
2012,Belarus,81,84,47,0.578,74
2012,United Arab Emirates,27,34,33,2.026,24
2012,Argentina,48,72,35,0.351,50
2012,Algeria,82,82,72,0.438,79
2012,Armenia,62,63,62,0.174,63
2012,Austria,20,12,18,0.215,20
2012,Azerbaijan,41,85,70,0.359,65
2012,Belgium,10,17,15,0.732,13
2012,Bulgaria,70,52,49,0.405,56
2012,Bahrain,5,45,44,2.21,19
2012,Bosnia And Herzegovina,73,65,65,0.412,68
2012,Australia,4,10,5,1.595,3
2012,Croatia,44,43,40,-0.02,45
2012,Hungary,60,38,39,0.209,44
2012,Indonesia,63,73,80,-0.24,78
2012,India,85,64,85,-0.358,85
2012,Iran,56,86,59,0.77,66
2012,Israel,23,27,21,0.961,23
2012,Italy,24,41,24,0.387,30
2012,Jordan,53,49,74,0.367,58
2012,Japan,3,19,19,0.937,4
2012,Kazakhstan,42,77,53,1.463,49
2012,South Korea,35,31,22,1.207,29
2012,Iceland,9,15,9,-0.768,21
2012,Ireland,7,16,20,0.677,11
2012,Hong Kong,21,11,12,0.812,15
2012,Ecuador,68,80,63,0.1,77
2012,Spain,32,25,26,0.286,32
2012,Estonia,45,24,27,0.853,34
2012,Finland,16,1,13,0.252,12
2012,France,19,20,25,0.365,22
2012,Egypt,72,76,78,0.229,80
2012,Greece,29,46,28,0.511,35
2012,Georgia,67,44,56,-0.195,59
2012,United Kingdom,15,13,17,0.683,14
2013,Norway,1,3,1,-0.105,1
2013,Netherlands,17,8,7,0.852,12
2013,Nicaragua,44,77,82,-0.915,82
2013,Nepal,85,83,85,-1.307,87
2013,Malaysia,63,41,55,0.751,48
2013,New Zealand,8,5,8,0.219,5
2013,Peru,76,68,66,-0.228,75
2013,Pakistan,86,86,86,-0.634,88
2013,Panama,61,53,53,0.007,57
2013,Philippines,72,64,78,-0.418,79
2013,Poland,66,34,29,0.616,41
2013,Portugal,38,25,34,-0.116,37
2013,Montenegro,56,52,44,-0.373,53
2013,Lithuania,55,33,31,-0.079,43
2013,Latvia,51,37,37,-0.251,44
2013,Taiwan,34,35,13,0.38,29
2013,Morocco,70,67,81,0.043,80
2013,Moldova,79,70,68,-0.059,77
2013,Mexico,65,60,60,0.313,66
2013,North Macedonia,82,57,64,0.134,72
2013,Malta,30,22,27,0.567,27
2013,Mongolia,47,69,73,0.655,61
2013,Romania,68,48,46,0.019,55
2013,Tunisia,75,59,72,0.11,73
2013,Turkey,57,49,50,0.249,51
2013,Ukraine,78,84,57,0.602,74
2013,Uruguay,35,36,49,-0.602,42
2013,United States,27,19,14,1.456,20
2013,Vietnam,81,73,80,-0.35,84
2013,South Africa,58,47,76,0.74,54
2013,Qatar,21,28,41,3.679,16
2013,Russia,45,81,45,1.118,50
2013,Saudi Arabia,36,55,36,1.619,36
2013,Singapore,11,7,11,0.855,6
2013,Serbia,71,62,54,0.383,65
2013,Slovakia,49,40,33,0.475,40
2013,Slovenia,33,29,21,0.383,30
2013,Sweden,9,4,5,-0.347,10
2013,Syria,80,88,84,0.181,86
2013,Thailand,64,58,67,0.053,67
2013,Bosnia And Herzegovina,69,65,63,0.349,68
2013,Canada,14,9,11,1.219,7
2013,Switzerland,2,6,2,0.234,2
2013,Chile,46,21,40,0.01,38
2013,China,50,71,75,0.588,64
2013,Costa Rica,42,39,52,-0.469,47
2013,Cyprus,22,24,30,0.427,25
2013,Czech Republic,52,30,24,0.765,35
2013,Germany,23,14,3,0.698,18
2013,Denmark,5,2,4,0.126,4
2013,Algeria,84,78,71,0.443,78
2013,Colombia,62,63,69,-0.287,70
2013,Brazil,48,56,65,-0.41,63
2013,United Arab Emirates,31,32,32,2.108,26
2013,Argentina,41,74,35,0.353,49
2013,Armenia,18,61,59,0.164,39
2013,Australia,3,10,7,1.518,3
2013,Azerbaijan,37,79,70,0.367,59
2013,Belgium,13,17,15,0.723,13
2013,Bulgaria,68,54,48,0.286,58
2013,Bahrain,4,46,42,2.275,14
2013,Lebanon,39,75,61,0.389,56
2013,Belarus,73,85,47,0.583,71
2013,Austria,19,11,18,0.205,19
2013,Hungary,59,38,38,0.167,46
2013,Indonesia,74,72,79,-0.261,81
2013,India,87,66,83,-0.358,85
2013,Ireland,10,15,17,0.618,11
2013,Iran,60,87,58,0.788,69
2013,Iceland,7,16,6,-0.705,17
2013,Israel,24,27,19,0.83,23
2013,Jordan,53,50,74,0.34,60
2013,Japan,6,18,16,0.94,8
2013,Kazakhstan,54,80,51,1.531,52
2013,South Korea,26,31,20,1.194,24
2013,Kuwait,29,51,43,2.379,33
2013,Italy,20,42,23,0.284,28
2013,Croatia,40,43,39,-0.087,45
2013,Ecuador,77,76,62,0.135,76
2013,Egypt,83,82,77,0.223,83
2013,Spain,32,26,25,0.199,32
2013,Estonia,43,23,26,1.013,31
2013,France,15,20,22,0.343,22
2013,United Kingdom,16,13,12,0.625,15
2013,Finland,12,1,9,0.259,9
2013,Hong Kong,25,12,10,0.808,21
2013,Georgia,67,45,56,-0.235,62
2013,Greece,28,44,28,0.39,34
2014,Norway,2,5,1,-0.101,2
2014,Netherlands,15,8,7,0.801,10
2014,Nicaragua,34,79,84,-0.906,78
2014,Malaysia,60,38,55,0.779,46
2014,Nepal,86,81,85,-1.271,85
2014,New Zealand,7,2,9,0.188,6
2014,Pakistan,87,85,87,-0.618,86
2014,Panama,53,51,54,0.025,50
2014,Peru,61,69,66,-0.227,71
2014,Philippines,81,60,79,-0.405,80
2014,Poland,58,34,31,0.572,38
2014,Portugal,36,27,36,-0.123,36
2014,Montenegro,57,50,45,-0.326,51
2014,Lithuania,51,31,32,-0.141,40
2014,Latvia,44,36,37,-0.291,42
2014,Taiwan,32,23,14,0.514,26
2014,Morocco,73,63,83,0.047,79
2014,Moldova,84,71,68,-0.05,76
2014,Mexico,65,66,62,0.285,66
2014,North Macedonia,78,53,65,0.108,69
2014,Malta,28,25,27,0.524,27
2014,Mongolia,46,68,74,0.623,57
2014,Romania,71,47,48,-0.02,55
2014,Tunisia,82,57,73,0.129,74
2014,Turkey,69,52,49,0.307,53
2014,Ukraine,74,84,59,0.535,73
2014,Uruguay,31,35,50,-0.733,41
2014,United States,25,19,16,1.445,19
2014,Vietnam,75,72,81,-0.323,82
2014,South Africa,66,49,77,0.747,61
2014,Qatar,22,37,41,3.631,18
2014,Russia,49,75,46,1.106,49
2014,Saudi Arabia,35,54,34,1.699,35
2014,Singapore,9,6,10,0.853,4
2014,Serbia,68,56,56,0.233,59
2014,Slovakia,47,40,35,0.397,39
2014,Slovenia,33,32,22,0.31,29
2014,Sweden,8,7,5,-0.388,13
2014,Syria,80,87,86,0.178,84
2014,Thailand,64,61,58,0.025,65
2014,Lebanon,41,76,70,0.409,58
2014,Canada,17,9,12,1.215,9
2014,Switzerland,1,3,2,0.175,1
2014,Chile,50,22,40,0.017,37
2014,China,39,67,75,0.577,52
2014,Colombia,62,62,69,-0.286,70
2014,Costa Rica,37,39,53,-0.478,45
2014,Cyprus,24,24,30,0.459,25
2014,Czech Republic,54,28,24,0.719,34
2014,Germany,21,12,4,0.63,17
2014,Denmark,4,4,6,-0.044,5
2014,Algeria,83,83,72,0.458,78
2014,United Arab Emirates,29,29,33,2.106,24
2014,Argentina,40,74,38,0.327,47
2014,Armenia,76,70,61,0.159,72
2014,Australia,5,10,7,1.449,3
2014,Brazil,52,58,67,-0.398,64
2014,Austria,19,15,19,0.133,21
2014,Belgium,13,18,15,0.641,15
2014,Bulgaria,67,55,51,0.342,54
2014,Bahrain,43,45,43,2.297,32
2014,Bosnia And Herzegovina,70,64,64,0.226,67
2014,Belarus,63,78,47,0.583,62
2014,Azerbaijan,45,77,71,0.382,63
2014,Hungary,55,41,42,0.186,44
2014,Indonesia,79,65,80,-0.23,81
2014,India,56,66,82,-0.331,77
2014,Ireland,6,14,18,0.581,8
2014,Iceland,3,16,3,-0.72,12
2014,Israel,20,26,20,0.779,23
2014,Jordan,51,48,76,0.326,56
2014,Japan,14,17,17,0.887,14
2014,Kazakhstan,48,73,52,1.228,48
2014,South Korea,16,33,21,1.148,22
2014,Kuwait,26,59,44,2.264,31
2014,Italy,18,43,26,0.229,27
2014,Croatia,38,44,39,-0.126,43
2014,Iran,59,86,60,0.802,68
2014,Finland,10,1,11,0.136,7
2014,Ecuador,72,80,63,0.135,75
2014,Egypt,85,82,78,0.221,83
2014,Spain,30,30,25,0.193,30
2014,Estonia,42,21,29,0.904,28
2014,France,11,20,23,0.295,20
2014,United Kingdom,12,13,13,0.523,11
2014,Hong Kong,23,11,8,0.809,16
2014,Georgia,77,42,57,-0.19,60
2014,Greece,27,46,28,0.366,33
2015,Nicaragua,66,82,82,-0.843,84
2015,Portugal,46,24,36,-0.03,34
2015,Netherlands,20,8,9,0.831,12
2015,Malaysia,59,40,53,0.762,46
2015,Norway,2,6,2,-0.108,2
2015,New Zealand,8,1,10,0.171,6
2015,Pakistan,86,87,85,-0.593,86
2015,Panama,40,51,51,-0.033,49
2015,Peru,57,67,64,-0.204,69
2015,Philippines,74,63,77,-0.376,77
2015,Poland,67,34,30,0.569,39
2015,Nepal,87,86,83,-1.291,87
2015,Montenegro,65,50,45,-0.255,56
2015,Lithuania,53,28,32,-0.158,38
2015,Latvia,49,33,37,-0.255,42
2015,Taiwan,29,25,17,0.679,26
2015,Morocco,77,62,81,0.041,82
2015,Moldova,85,75,67,-0.045,79
2015,Mexico,68,66,59,0.294,66
2015,North Macedonia,82,56,62,0.044,71
2015,Malta,30,26,26,0.318,28
2015,Mongolia,54,69,73,0.581,64
2015,Tunisia,84,57,72,0.139,76
2015,Turkey,60,55,46,0.279,52
2015,Ukraine,75,83,58,0.425,75
2015,Uruguay,31,36,48,-0.826,41
2015,United States,18,19,18,1.399,14
2015,Vietnam,72,68,79,-0.156,81
2015,South Africa,61,49,75,0.687,62
2015,Thailand,56,61,56,0.061,58
2015,Qatar,21,37,39,3.458,15
2015,Romania,70,47,47,-0.007,55
2015,Russia,41,80,44,1.092,48
2015,Saudi Arabia,47,53,33,1.741,37
2015,Singapore,7,3,12,0.859,4
2015,Serbia,73,54,54,0.355,59
2015,Slovakia,52,39,35,0.379,40
2015,Slovenia,38,32,22,0.332,30
2015,Sweden,16,7,5,-0.456,18
2015,Syria,80,88,84,0.212,85
2015,Canada,14,9,13,1.19,7
2015,Switzerland,1,4,1,0.131,1
2015,Chile,48,22,40,0.067,36
2015,China,28,65,71,0.554,50
2015,Brazil,50,64,66,-0.455,67
2015,Colombia,76,59,65,-0.269,74
2015,Costa Rica,37,38,52,-0.498,43
2015,Cyprus,27,27,29,0.436,27
2015,Czech Republic,55,29,24,0.725,33
2015,Germany,25,13,4,0.605,19
2015,Denmark,6,5,6,-0.164,5
2015,Algeria,83,85,70,0.471,80
2015,Belarus,58,78,47,0.534,60
2015,Lebanon,36,77,69,0.429,57
2015,United Arab Emirates,26,30,31,2.182,24
2015,Argentina,32,74,38,0.342,45
2015,Armenia,78,71,60,0.096,73
2015,Austria,23,16,20,0.145,22
2015,Azerbaijan,44,76,68,0.37,63
2015,Belgium,15,18,15,0.655,16
2015,Bulgaria,69,52,49,0.363,54
2015,Bahrain,39,44,34,2.229,31
2015,Bosnia And Herzegovina,73,72,63,0.21,70
2015,Australia,4,12,8,1.447,3
2015,Hungary,62,41,42,0.215,47
2015,Indonesia,71,70,78,-0.185,78
2015,India,34,60,80,-0.325,65
2015,Ireland,9,14,14,0.581,8
2015,Iran,64,84,57,0.779,68
2015,Iceland,3,15,3,-0.72,13
2015,Israel,24,23,21,0.781,25
2015,Italy,22,42,27,0.253,29
2015,Jordan,43,48,74,0.294,53
2015,Japan,19,17,19,0.843,17
2015,Kazakhstan,51,73,50,1.105,51
2015,South Korea,12,35,21,1.18,20
2015,Croatia,45,45,41,-0.119,44
2015,Kuwait,5,58,43,2.266,23
2015,Hong Kong,17,10,7,0.808,10
2015,Ecuador,63,81,61,0.114,72
2015,Egypt,81,79,76,0.225,83
2015,Spain,35,31,25,0.245,32
2015,Estonia,42,21,27,0.608,29
2015,Finland,11,2,11,0.037,11
2015,France,13,20,23,0.294,21
2015,United Kingdom,10,11,16,0.455,9
2015,Georgia,79,43,55,-0.119,61
2015,Greece,33,46,28,0.331,35
2016,Nepal,86,82,86,-1.215,84
2016,Norway,2,3,2,-0.162,2
2016,Netherlands,22,7,11,0.876,10
2016,Nicaragua,37,78,85,-0.722,82
2016,Malaysia,55,40,56,0.715,47
2016,New Zealand,14,1,10,0.156,8
2016,Peru,60,65,66,-0.197,67
2016,Pakistan,85,84,88,-0.602,85
2016,Panama,36,50,54,-0.041,48
2016,Philippines,70,67,81,-0.3,80
2016,Poland,58,34,32,0.616,37
2016,Portugal,44,23,39,-0.013,35
2016,Lithuania,50,25,34,-0.12,36
2016,Latvia,48,32,37,-0.246,41
2016,Taiwan,29,22,19,0.677,25
2016,Morocco,69,66,84,0.049,81
2016,Mexico,65,70,62,0.296,64
2016,North Macedonia,79,56,64,0.071,69
2016,Malta,31,27,27,0.167,26
2016,Montenegro,63,51,47,-0.315,56
2016,Mongolia,75,58,76,0.606,68
2016,Moldova,87,73,69,-0.062,83
2016,Tunisia,76,59,75,0.117,72
2016,Turkey,49,63,48,0.308,49
2016,Ukraine,84,80,61,0.422,76
2016,Uruguay,38,33,50,-0.777,43
2016,United States,10,17,17,1.358,6
2016,Vietnam,57,60,83,-0.127,74
2016,South Africa,66,48,78,0.673,62
2016,Qatar,15,35,40,3.287,15
2016,Romania,71,43,49,-0.004,52
2016,Russia,59,77,46,1.068,53
2016,Saudi Arabia,42,46,36,1.693,34
2016,Singapore,5,4,9,0.844,3
2016,Serbia,74,52,57,0.354,59
2016,Slovakia,47,36,38,0.396,38
2016,Slovenia,41,26,23,0.363,30
2016,Sweden,16,5,6,-0.417,16
2016,Syria,77,85,87,0.194,86
2016,Thailand,53,53,60,0.064,57
2016,Croatia,46,42,42,-0.08,45
2016,Canada,23,8,14,1.17,11
2016,Switzerland,1,4,1,0.119,1
2016,Chile,51,24,41,0.103,36
2016,China,24,61,74,0.535,44
2016,Colombia,80,57,68,-0.258,73
2016,Costa Rica,33,37,55,-0.366,42
2016,Cyprus,34,31,31,0.441,32
2016,Czech Republic,52,28,26,0.739,33
2016,Germany,27,11,5,0.661,18
2016,Denmark,8,6,4,0.019,6
2016,Algeria,78,83,73,0.456,79
2016,Brazil,64,64,70,-0.477,71
2016,United Arab Emirates,21,27,33,2.214,20
2016,Argentina,30,54,43,0.323,40
2016,Armenia,73,68,65,0.017,70
2016,Australia,9,9,8,1.461,5
2016,Austria,25,13,20,0.166,22
2016,Azerbaijan,81,72,71,0.376,77
2016,Belgium,19,18,15,0.668,17
2016,Bulgaria,67,49,52,0.321,51
2016,Bahrain,39,44,35,2.141,31
2016,Bosnia And Herzegovina,72,69,63,0.297,66
2016,Belarus,62,75,51,0.532,60
2016,Indonesia,61,62,82,-0.206,75
2016,India,28,55,80,-0.312,50
2016,Ireland,13,15,13,0.697,13
2016,Iran,54,79,59,0.77,61
2016,Israel,20,21,21,0.75,21
2016,Italy,26,39,28,0.296,28
2016,Japan,7,16,18,0.856,7
2016,Kazakhstan,83,71,53,1.142,63
2016,South Korea,12,30,22,1.194,19
2016,Kuwait,6,57,45,2.243,24
2016,Lebanon,32,81,72,0.447,55
2016,Jordan,43,45,77,0.25,54
2016,Hungary,56,41,44,0.235,46
2016,Iceland,3,14,3,-0.856,9
2016,Ecuador,50,74,67,0.072,65
2016,Spain,35,29,24,0.272,29
2016,Estonia,45,20,29,0.747,27
2016,Finland,17,2,12,0.126,14
2016,France,18,19,25,0.277,23
2016,United Kingdom,11,12,16,0.489,12
2016,Egypt,68,76,79,0.225,78
2016,Greece,40,47,30,0.367,39
2016,Hong Kong,4,10,7,0.804,4
2016,Georgia,82,38,58,-0.128,58
2017,China,27,61,70,0.538,47
2017,Switzerland,1,5,2,0.086,1
2017,Canada,19,8,13,1.17,9
2017,Chile,45,27,37,0.109,36
2017,Costa Rica,33,41,52,-0.35,44
2017,Cyprus,39,33,28,0.434,33
2017,Czech Republic,56,26,24,0.747,34
2017,Germany,28,12,5,0.623,20
2017,Denmark,9,7,4,-0.055,11
2017,Algeria,72,87,71,0.456,80
2017,Colombia,71,63,66,-0.304,75
2017,Brazil,44,71,67,-0.474,65
2017,United Arab Emirates,22,28,25,2.106,17
2017,Argentina,42,55,39,0.293,48
2017,Armenia,74,68,63,0.038,73
2017,Australia,7,11,8,1.44,5
2017,Austria,21,14,18,0.195,22
2017,Azerbaijan,82,76,68,0.37,79
2017,Belgium,16,19,13,0.64,19
2017,Bulgaria,66,49,51,0.366,57
2017,Bahrain,31,48,32,2.088,29
2017,Bosnia And Herzegovina,70,72,61,0.387,69
2017,Belarus,73,79,48,0.532,67
2017,Poland,63,36,31,0.652,42
2017,Qatar,18,37,40,3.164,18
2017,Romania,67,45,46,0.031,55
2017,Russia,59,81,43,1.085,54
2017,Saudi Arabia,43,51,35,1.625,37
2017,Singapore,6,4,9,0.883,4
2017,Serbia,75,59,54,0.382,64
2017,Portugal,46,22,33,0.127,35
2017,Malaysia,55,43,53,0.672,49
2017,Nicaragua,36,82,82,-0.707,83
2017,Netherlands,24,9,7,0.842,12
2017,Norway,3,2,1,-0.198,2
2017,Nepal,80,85,83,-1.161,86
2017,Pakistan,83,86,85,-0.566,87
2017,Panama,32,52,50,-0.087,50
2017,Peru,61,69,62,-0.214,70
2017,Philippines,69,70,78,-0.272,82
